last_name, first_name,pitch_hand,active_spin_fourseam,active_spin_sinker,active_spin_cutter,active_spin_changeup,active_spin_fastball,active_spin_slider,active_spin_curve
Gaviglio, Sam,R,,77.5,,81.9,,19.9,44.1
McCullers Jr., Lance,R,,84.4,,89.3,,,50.2
Sherriff, Ryan,L,,89.2,,,,20.9,
McFarland, T.J.,L,,92.5,,85.8,,39.6,
Danish, Tyler,R,,96.4,,,,,57.3
Jones, Nate,R,,89.6,,,,17.2,
Hudson, Dakota,R,,74.3,,,,22.6,38.8
Ziegler, Brad,R,,87,,78.1,,,64.6
Borucki, Ryan,L,,93.5,,87.4,,18.4,47.9
Rzepczynski, Marc,L,,94.8,,,,27.1,
Oaks, Trevor,R,,81.3,21.1,,,17.9,
Holland, Derek,L,,91.3,,82,,17.9,10.4
Godley, Zack,R,,77,43.1,53.3,,,56.8
Jansen, Kenley,R,,90.6,72.5,,,38.7,
Hart, Donnie,L,,91.4,,88.9,,48.6,
Rogers, Taylor,L,,92.2,,,,45.7,71.1
Gómez, Jeanmar,R,,93.2,,88.2,,25.6,49.3
Covey, Dylan,R,,84.5,50.2,64.1,,27.1,32.7
Castro, Miguel,R,,91.5,,90.4,,30.4,
Watson, Tony,L,,84.7,,93.5,,18.9,
Blach, Ty,L,,84.4,,84.6,,34,75.4
Conley, Adam,L,100,,,92.7,,29.3,
Verlander, Justin,R,98.5,,,94.6,,21.3,72.7
Neverauskas, Dovydas,R,97.7,95.9,34.2,,,,53
Estrada, Marco,R,96.8,,42.2,87.8,,,56.5
Steckenrider, Drew,R,95.8,,,84.5,,25.2,31.3
Bibens-Dirkx, Austin,R,95.2,94.4,,74.1,,22.2,38.3
Robles, Hansel,R,95,95.4,,93.5,,19.9,
Smith, Caleb,L,94.7,,,88.4,,24.3,
Cole, Gerrit,R,94.5,97,,97.2,,28.6,77.2
Rhame, Jacob,R,94.4,,,,,26.7,
Williams, Austen,R,94.4,,,,,54.8,
Brigham, Jeff,R,93.9,,,87.8,,69.3,
Allen, Cody,R,93.7,,,,,,59.4
Barnes, Danny,R,93.7,,,72.8,,25.7,
Yates, Kirby,R,93.3,,,,,22.3,
Tropeano, Nick,R,93.1,95.9,,93.3,,12,
Banda, Anthony,L,93.1,,,86.8,,,
Doolittle, Sean,L,92.9,,,,,39.1,
Scott, Robby,L,92.8,91.5,,85.9,,81.6,
Wacha, Michael,R,92.7,,50.1,83.3,,,81.2
Rogers, Josh,L,92.5,,,80.4,,19.1,
Sanchez, Aaron,R,92.3,96.1,,97.2,,,88.3
Curtis, Zac,L,92.2,,,88,,18.9,
Shreve, Chasen,L,92.2,,,,,14.9,
Farquhar, Danny,R,92.1,,,90.7,,,
Springs, Jeffrey,L,92,,,81.7,,26.6,
Gilmartin, Sean,L,92,92.7,,81.6,,67.7,73.1
Kuhl, Chad,R,91.9,96.1,,93.5,,26.1,69.6
Buttrey, Ty,R,91.8,,,94,,20.9,
Ray, Robbie,L,91.7,,,,,17.6,34.1
Walker, Taijuan,R,91.6,,,,,,
Pivetta, Nick,R,91.5,93.4,,87.3,,41.3,87.3
Cole, Taylor,R,91.5,,,74.5,,25.1,
Anderson, Tyler,L,91.5,93.5,44.5,82.2,,,58.5
Gomber, Austin,L,91.4,,,82.4,,45,70.6
Brebbia, John,R,91.4,,,,,39.5,
Kopech, Michael,R,91.4,,,80.5,,39.8,42.6
Gallegos, Giovanny,R,91.4,,,,,21.3,
Kolarek, Adam,L,91.3,97,,97.8,,29.6,
Hirano, Yoshihisa,R,91.3,,,,,,
Madson, Ryan,R,91.1,94,42,84.7,,,66.4
Vizcaíno, Arodys,R,90.9,92.3,,89.9,,20.2,
Wingenter, Trey,R,90.9,,,,,23.2,
Pérez, Oliver,L,90.8,93.5,,,,41.9,
Fiers, Mike,R,90.8,90.8,,81.9,,45.7,95.5
Ureña, José,R,90.6,93.6,,96,,36.9,27.3
Diekman, Jake,L,90.5,98.2,,,,38.6,
Mahle, Tyler,R,90.5,,,76.6,,24.7,
Arano, Víctor,R,90.5,93.1,,86.9,,19.4,
Hill, Rich,L,90.5,84.2,,,,90.7,98.8
Pannone, Thomas,L,90.4,,,86,,,79.8
Gant, John,R,90.4,92.7,,72.6,,24.6,80.1
Paxton, James,L,90.4,,22.4,,,,50.5
Ponce de Leon, Daniel,R,90.4,,34.9,91,,,
Smith, Joe,R,90.2,96.9,,,,74.6,
Reid-Foley, Sean,R,90.2,96.2,,87,,30.9,75.7
Gausman, Kevin,R,90.2,,,87.9,,14.5,
Rosscup, Zac,L,90.2,90.6,,,,27.4,
Buchter, Ryan,L,90.2,,54.6,,,,66.3
Smoker, Josh,L,90.2,,,,,38.2,
Guerrero, Tayron,R,90.1,91.8,,94.4,,21.8,
Jiménez, Joe,R,90.1,,,78.3,,32.4,
Fields, Josh,R,90.1,,,69.8,,,73.1
García, Jarlín,L,90,,,92.2,,32.2,
Duffy, Danny,L,90,91.3,,83.3,,28.8,88
Bieber, Shane,R,90,,,88.6,,18.2,82.9
Butler, Eddie,R,89.9,98.5,24.3,95,,,27.6
Mengden, Daniel,R,89.7,93.7,24.5,85.4,,31.5,96.7
Gagnon, Drew,R,89.7,,,85.6,,13.4,
Grimm, Justin,R,89.7,,,,,33,90.9
Richards, Trevor,R,89.7,,,73.9,,28.8,
McGee, Jake,L,89.6,,,,,33.3,
Thornburg, Tyler,R,89.6,,,82.1,,,77.1
Saupold, Warwick,R,89.4,,,91,,28.2,80.6
Beeks, Jalen,L,89.3,,41.8,88.1,,,78.5
Stanek, Ryne,R,89.3,,,,,15.5,
Moore, Matt,L,89.2,,55.9,88.9,,,66.2
Anderson, Chase,R,89.2,94.5,51.9,93.2,,,76.2
Santiago, Héctor,L,89.1,88.7,,84.8,,29.1,51.2
Castillo, Luis,R,89.1,96.6,,85.2,,13.1,
Odorizzi, Jake,R,89.1,,55.4,,,41.2,74.5
Vieira, Thyago,R,89.1,,,,,30.7,
Skoglund, Eric,L,89.1,91.1,,86.6,,,35.7
Báez, Pedro,R,89,93.4,,85.6,,28.2,
Plutko, Adam,R,89,,,70.9,,33.1,66.5
Hoffman, Jeff,R,89,,,83.9,,30.4,95.3
Hardy, Blaine,L,89,,40.8,90.3,,,87.4
Ramirez, José,R,88.9,,,84,,,
Morton, Charlie,R,88.9,92.1,25.9,,,,90.5
Hendriks, Liam,R,88.9,92.8,,,,24,
Ferguson, Caleb,L,88.8,,,80.2,,,89.4
Nicasio, Juan,R,88.8,91.5,,,,28.8,
Peralta, Wily,R,88.8,,,83,,20.8,
Albers, Matt,R,88.7,94.4,,85.2,,29.4,
Barnes, Matt,R,88.7,,,,,,62.5
Bashlor, Tyler,R,88.7,,,81.9,,46.8,
Cashner, Andrew,R,88.7,94.7,,83.3,,25.5,51.2
Johnson, Pierce,R,88.7,,30.6,,,,70.8
Guerra, Javy,R,88.7,,,84.6,,39.5,49.8
Stephenson, Robert,R,88.7,,,,,11.5,
Morris, Akeel,R,88.7,,,61.6,,24.9,
Rumbelow, Nick,R,88.6,,,83.2,,19,
Bundy, Dylan,R,88.6,91.7,,83.5,,24.5,77
De La Rosa, Jorge,L,88.5,,31.7,,,,74.2
Morrow, Brandon,R,88.5,,33.3,,,36.1,
Farmer, Buck,R,88.5,,,86.4,,11.8,
Guilmet, Preston,R,88.4,,,,,22.5,
Devenski, Chris,R,88.4,,,84.5,,37.6,
Rodríguez, Richard,R,88.3,,,,,35.3,
Wheeler, Zack,R,88.3,92.2,,88.6,,29.6,66.9
Frare, Caleb,L,88.3,,,,,23.1,
Crockett, Kyle,L,88.3,,,,,28.7,
Salas, Fernando,R,88.2,,,83.7,,,22.2
Peña, Félix,R,88.2,94.7,,75.4,,31.9,
Diaz, Miguel,R,88.2,,,80.9,,31.1,
Mayers, Mike,R,88.1,,,,,19,
Hernandez, David,R,88.1,92.4,24.8,64.6,,,55
Straily, Dan,R,88,90.9,,72.3,,26.3,
Santana, Edgar,R,88,92,,70.6,,16.7,
Leiter Jr., Mark,R,88,93.9,35.5,54.8,,,92.5
Barría, Jaime,R,88,91.4,,80.5,,23.7,
Giles, Ken,R,87.9,,,,,11.9,
Sipp, Tony,L,87.8,,,,,8.9,
Wood, Hunter,R,87.8,,,86,,35.6,92.7
Casilla, Santiago,R,87.7,94.8,,95.8,,56.5,60.2
Jerez, Williams,L,87.7,,,90.1,,20.7,
Osuna, Roberto,R,87.6,93.1,54.4,88.4,,31.2,
Kennedy, Ian,R,87.5,91.3,32.5,83.7,,30,81.3
Mella, Keury,R,87.5,,,87.5,,38.7,
McAllister, Zach,R,87.5,96.8,,,,,45.3
Hellickson, Jeremy,R,87.4,90.7,61.6,70.1,,,72.6
López, Yoan,R,87.4,,,,,51.9,
Koch, Matt,R,87.4,,40,80.6,,,53.4
Díaz, Edwin,R,87.4,,,,,19.6,
Mayza, Tim,L,87.4,89.1,,,,14.3,
Rodney, Fernando,R,87.4,90.7,,85.4,,,
Jepsen, Kevin,R,87.3,,,,,,35.2
Carle, Shane,R,87.3,,,81.3,,19.9,62.8
Gallardo, Yovani,R,87.3,87.2,,89.9,,40.5,43.5
Archer, Chris,R,87.3,91.1,,79.7,,25.9,53.5
Maurer, Brandon,R,87.3,90.6,,84.4,,42.2,
James, Josh,R,87.2,,,86.6,,44.4,
Hancock, Justin,R,87.2,,,,,15.6,
Gonzales, Marco,L,87.2,,47.5,85.8,,,72.5
Swarzak, Anthony,R,87.2,,,,,22.9,
Rucinski, Drew,R,87.2,95.2,37.9,77.2,,24.1,35.7
Mitchell, Bryan,R,87.2,,37.6,88.8,,,71.3
Clippard, Tyler,R,87.1,,,87.3,,29.7,
Iglesias, Raisel,R,87.1,90,,91,,38.4,
Wilson, Justin,L,87.1,,50.4,,,35.1,
Rainey, Tanner,R,87.1,,,,,28.1,
Norwood, James,R,87.1,,,,,22,
Ramírez, Neil,R,87.1,89.5,,,,31,
Chafin, Andrew,L,87,93.3,,,,14.4,
Hill, Tim,L,87,84,,,,25.1,
Farrell, Luke,R,87,,,75,,13.1,69.7
Peacock, Brad,R,87,93.2,,,,62.1,81.6
Goody, Nick,R,86.9,,,,,28.1,
Garrett, Amir,L,86.9,94.2,,89.4,,14.9,
Lyles, Jordan,R,86.8,93.3,,87.6,,28.7,70.8
Logan, Boone,L,86.8,98.7,,,,9.6,
Chavez, Jesse,R,86.8,93.5,64,85.8,,27.4,84.5
Harvey, Matt,R,86.7,87.6,,90.1,,25.5,33.6
Kennedy, Brett,R,86.7,,,81.8,,16.9,
Lucas, Josh,R,86.6,92,,,,26.6,
Lauer, Eric,L,86.6,,43.9,84.1,,24.4,55.7
Vargas, Jason,L,86.4,89.2,,87.9,,,68.3
Eovaldi, Nathan,R,86.3,,38.1,,,22.7,69.4
Kela, Keone,R,86.3,,,,,,41.2
Pérez, Martín,L,86.2,96.9,,90.4,,22.7,51.3
Strahm, Matt,L,86.2,,,85.5,,32.1,65.8
Suárez, Andrew,L,86.1,87.2,,87.3,,30.4,58.3
Beede, Tyler,R,86.1,99.2,,79.2,,,73.1
Nix, Jacob,R,86.1,,,83.3,,31.4,88.5
Poyner, Bobby,L,86,,,93.4,,15.3,
Nova, Iván,R,86,92,,87.6,,,41.3
Collins, Tim,L,86,,,93.3,,50.7,92.3
Anderson, Justin,R,86,89.7,,,,45.3,
López, Reynaldo,R,85.9,,,82,,22.1,37.1
Nola, Aaron,R,85.9,91.8,,86.2,,,89.8
Jackson, Luke,R,85.9,,,,,30.4,69.2
Berríos, José,R,85.9,94.1,,82.1,,,72
Kershaw, Clayton,L,85.8,,,,,51.9,84.6
Infante, Gregory,R,85.8,,,,,,55.9
Buehler, Walker,R,85.8,90.9,48.6,86.8,,44.6,82.9
DeSclafani, Anthony,R,85.8,90.8,,85.8,,24.5,54.1
Tanaka, Masahiro,R,85.8,86.9,51.5,,,33,53.4
Carroll, Cody,R,85.7,,,,,37,
Ríos, Yacksel,R,85.7,93.9,,,,16.3,41.3
Fernández, José Manuel,L,85.6,,,,,40.6,33.2
Drake, Oliver,R,85.6,,,,,,71.9
Miller, Shelby,R,85.6,,32.5,,,,53.9
Ramírez, Yefry,R,85.6,87.1,,80.9,,31.9,
Colomé, Alex,R,85.5,,33.4,,,,
Middleton, Keynan,R,85.4,,,93.8,,17,
Almonte, Miguel,R,85.3,,,,,,69.1
Lorenzen, Michael,R,85.3,89.3,29.6,81.9,,22.5,72.8
Flexen, Chris,R,85.3,91.1,35,,,,57.5
Sale, Chris,L,85.3,95,,94.8,,67.4,
Curtiss, John,R,85.2,,,,,27.3,
Bradley, Archie,R,85.2,94.9,,,,,67.1
Faria, Jake,R,85.1,,,,,23.8,54.4
Chen, Wei-Yin,L,85.1,93.3,,82.1,,36.6,63.6
McGuire, Deck,R,85.1,,,83.9,,36.1,88
Strasburg, Stephen,R,85.1,96.5,,90.2,,31.6,72.9
Romero, Enny,L,84.9,,,,,21.7,
Graves, Brett,R,84.9,82.3,,,,36.5,60.4
Roark, Tanner,R,84.9,92.5,58,87,,30.3,89.3
Happ, J.A.,L,84.9,78.8,,85.7,,26.1,42
Guerra, Junior,R,84.9,92.9,,,,29,49.5
Magill, Matt,R,84.8,,,86,,38.4,58.3
Bush, Matt,R,84.8,94.3,37.4,,,,69.6
Hildenberger, Trevor,R,84.7,86.3,,73.4,,38.9,
Bauer, Trevor,R,84.7,89.4,28.6,88.5,,63.1,95.4
Foltynewicz, Mike,R,84.7,93.5,,91,,24.9,35
LeBlanc, Wade,L,84.7,90.8,43.8,80.1,,,65.6
Milner, Hoby,L,84.6,90.1,,,,,65.4
Snell, Blake,L,84.6,,,90.9,,26.8,64.1
Phillips, Evan,R,84.6,,,80.6,,23.7,
Anderson, Drew,R,84.5,90.9,,80.9,,23.1,95
Hernandez, Elieser,R,84.5,,,87.5,,35.7,
Jurado, Ariel,R,84.5,98.3,,88.4,,18.8,48
Tepera, Ryan,R,84.4,93.3,28.4,,,52.1,
Gray, Jon,R,84.3,,,83.8,,32.4,49.3
Beck, Chris,R,84.2,,,87.6,,27.5,
Delgado, Randall,R,84.2,90.1,,85.4,,,34.8
Stewart, Brock,R,84.2,87.9,,83.4,,27.8,
Milone, Tommy,L,84.1,,,82.9,,25.6,
González, Miguel,R,84.1,94.1,,,,36.1,48.1
Buchholz, Clay,R,84,86.1,37.3,57.4,,,81.6
Rondón, Bruce,R,83.9,93.1,,95.1,,21.3,
Shoemaker, Matt,R,83.8,91.2,,,,19.2,
Sparkman, Glenn,R,83.8,,,87.7,,23,74.6
McHugh, Collin,R,83.8,,26.9,,,75.9,86
Tuivailala, Sam,R,83.8,93.6,,,,26.4,78.8
Schultz, Jaime,R,83.7,,,,,20.2,85.5
O'Grady, Chris,L,83.7,,27.6,,,,
Stumpf, Daniel,L,83.7,87.3,,86.1,,17.3,
Peralta, Wandy,L,83.7,90.6,,77.6,,11.6,
Álvarez, José,L,83.7,93.7,40.4,78.3,,27.3,29.2
Minaya, Juan,R,83.6,,,76.3,,19.4,25.7
Altavilla, Dan,R,83.6,,,,,34.2,
Haley, Justin,R,83.6,,,,,46.2,
Sobotka, Chad,R,83.5,,,,,59,
Pérez, Cionel,L,83.5,,,,,35,
Giolito, Lucas,R,83.5,93,,72.4,,21.5,80.7
Gohara, Luiz,L,83.5,,,,,27,
Clevinger, Mike,R,83.5,,,93.3,,75.4,80
Sewald, Paul,R,83.4,87,,89.2,,42.1,
Rodriguez, Jefry,R,83.4,89.3,,88.4,,,44.1
Kelly, Joe,R,83.4,94.9,,87.8,,33.5,81
Newcomb, Sean,L,83.4,,,80.5,,56.4,92.3
Finnegan, Brandon,L,83.3,89.4,,80.4,,26.3,
Font, Wilmer,R,83.3,91.7,,,,35.4,83.8
Floro, Dylan,R,83.3,91.7,,81.8,,24.7,
Cole, A.J.,R,83.3,91.1,,90.6,,22.2,20
Petit, Yusmeiro,R,83.3,,68.7,86.3,,,53.5
Feliz, Michael,R,83.3,90,,80.5,,34.7,
Báez, Sandy,R,83.3,,,87.4,,23.2,
Littell, Zack,R,83.2,93.5,,86.8,,31.7,86.9
Sherfy, Jimmie,R,83.2,,,,,56.1,
Rondón, Héctor,R,83.2,93.8,,90.3,,31.9,
Wright, Steven,R,83.2,78.6,,,,,48.6
Kimbrel, Craig,R,83,,,,,,64.6
Tomlin, Josh,R,83,84.2,44.4,86.3,,,71.2
Oswalt, Corey,R,83,90.5,,72.2,,,52.3
Smith, Will,L,83,,,,,45.6,57.5
Fulmer, Carson,R,83,,34.2,91.4,,,45.7
Chirinos, Yonny,R,82.9,93,,,,30.5,
Beliveau, Jeff,L,82.9,,,,,,86.8
Norris, Bud,R,82.9,91.7,27.4,,,36.8,
Carrasco, Carlos,R,82.8,89.9,,65,,23.3,59.8
Woodruff, Brandon,R,82.8,90.8,,90.6,,19.4,
Kittredge, Andrew,R,82.7,,,75.6,,38.9,
Pagán, Emilio,R,82.6,,21.5,90.7,,,
Green, Chad,R,82.6,,,,,23.1,
Perdomo, Luis,R,82.6,91.1,,,,14.8,
Lugo, Seth,R,82.5,92,,92.8,,28.3,83.1
Davis, Austin,L,82.4,,,84.4,,25.9,
Andriese, Matt,R,82.4,,,29.2,,18.9,64.7
Peterson, Tim,R,82.4,,,59.9,,51.2,
Weaver, Luke,R,82.4,,36.9,76.7,,,49.5
Hamels, Cole,L,82.3,88.1,33.9,85.2,,12,62.7
Erlin, Robbie,L,82.3,86.6,,70.5,,36.6,76.1
López, Jorge,R,82.3,95.6,,90.4,,24.4,68.1
Maeda, Kenta,R,82.1,89,,87.4,,30,73.5
Conlon, P.J.,L,82.1,90.1,,81.4,,,
Chapman, Aroldis,L,82.1,91.5,,,,50.9,
Neris, Héctor,R,82.1,89.3,,,,34.4,
Oh, Seunghwan,R,82.1,91.2,25.8,88.4,,22.5,63.3
Allard, Kolby,L,82,,,76.8,,,50.7
Moya, Gabriel,L,81.9,89.1,,71.9,,29.9,
Ohtani, Shohei,R,81.9,,,,,69.4,90.7
Pomeranz, Drew,L,81.9,89.4,45.1,89.9,,,87.1
Lively, Ben,R,81.8,92,,,,36.6,68.3
González, Gio,L,81.6,87.8,,76.8,,,90.4
Cueto, Johnny,R,81.6,84.7,,70.3,,23.8,
Elías, Roenis,L,81.6,89.4,,88.5,,,84.1
Hatcher, Chris,R,81.5,90.7,50.9,,,22.7,
Sadzeck, Connor,R,81.5,87.4,,,,22.5,
Hammel, Jason,R,81.5,90.1,,87.5,,25,82.2
Workman, Brandon,R,81.5,,27.2,,,,86.9
Ross, Joe,R,81.5,91.8,,84.7,,29,
Lewicki, Artie,R,81.5,,,86.1,,37.7,71.7
Barrett, Jake,R,81.4,,,,,20.5,
Liberatore, Adam,L,81.4,,,76.9,,18.5,
Bowman, Matt,R,81.4,92.7,,,,58.1,80.1
Webb, Tyler,L,81.3,,,85.4,,,29.1
Hembree, Heath,R,81.3,,,,,28.9,56
Wilkerson, Aaron,R,81.1,,,,,27.5,81.7
Gonsalves, Stephen,L,81.1,,,82.7,,34,92.1
Boyd, Matthew,L,81.1,85.5,,68,,17,68.9
Wilson, Bryse,R,81.1,,,,,23.3,
Dunn, Mike,L,81.1,,,,,34.3,87.7
Volstad, Chris,R,81,87.6,,87.8,,,58.4
Liriano, Francisco,L,80.9,85.7,,85.2,,25.1,
Montgomery, Jordan,L,80.9,87,,86.5,,29.6,21.1
Stripling, Ross,R,80.9,,60.5,74.7,,32.4,78
Hughes, Phil,R,80.9,94.3,49.6,,,,63.6
Brault, Steven,L,80.8,85.8,25.8,71.5,,40.4,61.9
Minter, A.J.,L,80.8,,34.6,73.9,,,
Barbato, Johnny,R,80.7,,,68.9,,15.4,
Familia, Jeurys,R,80.7,89.9,,,,13.7,
Leone, Dominic,R,80.6,87.3,31.2,,,,
Herrera, Kelvin,R,80.6,89.3,,86.9,,73.3,
Germán, Domingo,R,80.6,87.4,,88.6,,,34.8
Cahill, Trevor,R,80.5,88,28.1,77.7,,,64.3
Blevins, Jerry,L,80.5,,,80.4,,,75.8
Parker, Blake,R,80.5,,,,,,63.5
Quintana, José,L,80.4,91,,78.3,,,64.7
Méndez, Yohander,L,80.4,91.1,,75.5,,32.2,30.1
Brasier, Ryan,R,80.4,89.5,,79.4,,36.6,
Chargois, JT,R,80.4,90.8,,,,28.5,
Paredes, Eduardo,R,80.4,,,88.4,,24.3,
Gearrin, Cory,R,80.3,93.5,,86.7,,29.1,
Smith, Drew,R,80.2,85.1,,81.3,,,69.7
Corbin, Patrick,L,80.2,88.1,,81.4,,22,17
Wilson, Alex,R,80.2,87.4,,,,33.3,35.8
Morgan, Adam,L,80.2,87.5,,73.9,,69,68.3
Hamilton, Ian,R,80.2,,,,,22.8,
Tazawa, Junichi,R,80.1,,,82.3,,66.8,80
Eflin, Zach,R,80.1,91.6,,83.1,,25.6,68.4
Skaggs, Tyler,L,80.1,89.2,,57.6,,,93.3
Lawrence, Casey,R,80,89.6,,90.9,,38.7,
Almonte, Yency,R,79.9,,,,,27.4,
Hunter, Tommy,R,79.9,82.3,47.8,,,,57.2
Reininger, Zac,R,79.9,,,,,35.8,64.3
Burr, Ryan,R,79.9,,,,,35.1,
Wittgren, Nick,R,79.9,86.5,,69.8,,34.8,
Kahnle, Tommy,R,79.9,,,90.4,,41.5,
Velasquez, Vince,R,79.8,79.8,,77.7,,25,62.5
Hess, David,R,79.8,,,67,,36.3,71.9
Severino, Luis,R,79.8,,,84,,47.7,
Mills, Alec,R,79.8,86.4,,83.7,,68.2,79.6
Peralta, Freddy,R,79.7,,,70.1,,,65.8
Velázquez, Hector,R,79.7,79.1,,54.4,,25.5,46.3
Trivino, Lou,R,79.7,90.6,35.1,,,,76.4
Gibson, Kyle,R,79.6,89.7,,79.4,,25.8,52.8
Colon, Bartolo,R,79.6,86.6,54.7,79.3,,23.2,
Shafer, Justin,R,79.6,85.6,,,,39.1,
Lester, Jon,L,79.4,74.6,44,75.9,,,59.3
Ramírez, Erasmo,R,79.4,80.3,46.7,79.2,,26.6,
Miller, Andrew,L,79.4,,,,,51.8,
Cimber, Adam,R,79.4,84.7,,,,18.1,
Hughes, Jared,R,79.2,89.5,,,,17.1,
Kintzler, Brandon,R,79.2,90.5,,90.7,,15.9,
Roe, Chaz,R,79.1,74.8,,,,89.9,
De Jong, Chase,R,79.1,,,86.3,,34.9,
Wright Jr., Mike,R,78.9,89.5,,86.1,,26.9,42.2
Meisinger, Ryan,R,78.9,,,,,24.9,
Black, Ray,R,78.9,,,,,63.2,
Stock, Robert,R,78.9,79,,,,55.9,
Otero, Dan,R,78.9,91.8,,81.2,,21.2,
Ryu, Hyun Jin,L,78.8,89.4,36.8,79.5,,,85.9
De Los Santos, Enyel,R,78.8,,,90.1,,,37.4
Goeddel, Erik,R,78.8,,,65.8,,,74.9
Belisle, Matt,R,78.7,89.6,,,,30.9,74.6
Rodriguez, Eduardo,L,78.7,87.5,35.5,89.5,,21.2,
Porcello, Rick,R,78.7,84.7,,84.2,,25.7,79.3
Zimmermann, Jordan,R,78.7,78.7,,79.5,,34.6,42.9
Betances, Dellin,R,78.6,,,,,63,47.4
Johnson, Jim,R,78.6,92.5,,90.5,,,60.3
Pounders, Brooks,R,78.6,,,44.9,,43.6,
Wisler, Matt,R,78.6,85.4,,,,39.2,
Anderson, Brett,L,78.6,87.9,,87.1,,48.8,79.4
Gott, Trevor,R,78.5,93.4,,,,,80.2
Jeffress, Jeremy,R,78.5,96.1,,,,,63.6
Ramirez, Carlos,R,78.5,89.6,,,,38.2,
Bailey, Homer,R,78.5,90.8,,,,28.6,69.3
Kinley, Tyler,R,78.4,,,,,28.2,
Greene, Shane,R,78.3,89.3,40.7,,,68.9,
Rodríguez, Dereck,R,78.3,89,33.5,88.5,,,77.9
Slegers, Aaron,R,78.2,86.1,,78.9,,27.9,
Romo, Sergio,R,78.1,88,,91.5,,72.3,
Paulino, David,R,78.1,,,90.4,,,88.2
Miller, Justin,R,78,90.3,,,,35,
Price, David,L,78,91.3,38.9,86.4,,,40
Loáisiga, Jonathan,R,78,,,81.9,,,32.2
Hendricks, Kyle,R,78,76.5,,72,,,84
Syndergaard, Noah,R,78,89.1,,95.5,,31.6,42
Castillo, Diego,R,78,90,,,,32.6,
Biagini, Joe,R,77.9,89.9,34.4,89,,,90.3
Scherzer, Max,R,77.9,,28.9,87.8,,17.9,50.4
Lyons, Tyler,L,77.9,84.2,,,,71.1,
Wick, Rowan,R,77.8,,32.5,,,,
Carpenter, Ryan,L,77.8,87.3,,87.3,,46.8,92.4
Kelley, Shawn,R,77.7,,,,,28.1,
Bell, Chad,L,77.7,,23.3,,,36.9,
Wood, Blake,R,77.6,93.6,,,,24.2,
Miley, Wade,L,77.6,87.9,34.5,86.9,,28.7,73
Johnson, Brian,L,77.6,86.3,,83.3,,54.1,79.1
Newberry, Jake,R,77.6,,,,,25.6,
Armstrong, Shawn,R,77.5,,37.8,,,45,
Lamb, John,L,77.4,,36.5,59.7,,,
Wendelken, J.B.,R,77.3,,,84.4,,,83.7
Freeman, Sam,L,77.2,90,,,,,47.6
Warren, Adam,R,77.1,,,85.2,,36.3,67.6
