"","player","pitch_type","year","rank","perc","sim_player"
"9177",434718,"SI","2016","first","95.9984746674354",458708
"9178",519326,"SI","2016","first","97.4068763069441",612434
"9179",519326,"SI","2017","first","97.4020086079621",502188
"9180",548389,"SI","2022","first","94.4768214971889",621281
"9181",573186,"SI","2015","first","96.3334363728663",640464
"9182",573186,"SI","2016","first","95.4574438393016",468504
"9183",573186,"SI","2017","first","94.9363102359788",543746
"9184",573186,"SI","2018","first","93.6907083912146",543746
"9185",573186,"SI","2019","first","94.7664643488629",543746
"9186",573186,"SI","2021","first","93.5011424557049",518715
"9187",573186,"SI","2022","first","92.9406583692093",518715
"9188",467008,"SI","2015","first","97.1471702340544",593423
"9189",467008,"SI","2016","first","95.8870023315874",592717
"9190",467008,"SI","2017","first","97.1980892699848",518774
"9191",467008,"SI","2018","first","96.614839207875",552640
"9192",467008,"SI","2019","first","95.9565735798415",475054
"9193",445590,"SI","2015","first","94.7542667394071",457448
"9194",621385,"SI","2017","first","95.4372867657937",543272
"9195",544150,"SI","2016","first","97.0087529321157",640444
"9196",605498,"SI","2018","first","95.8934744385511",592593
"9197",605498,"SI","2019","first","95.0751586395544",592593
"9198",624133,"SI","2019","first","95.5201087020568",488846
"9199",624133,"SI","2021","first","94.4991294454925",456034
"9200",624133,"SI","2022","first","94.4449707348742",667463
"9201",660761,"SI","2021","first","96.112671197928",424144
"9202",660761,"SI","2022","first","96.5463221560631",676050
"9203",663158,"SI","2022","first","97.0607773822098",554430
"9204",474668,"SI","2016","first","94.8503957357953",675912
"9205",592789,"SI","2015","first","94.6801558045373",502593
"9206",592789,"SI","2016","first","93.8601820963944",608379
"9207",592789,"SI","2017","first","95.539363672227",520980
"9208",592789,"SI","2018","first","95.4032799095326",605242
"9209",592789,"SI","2019","first","96.6070723157127",472610
"9210",592789,"SI","2022","first","95.7526878381499",430661
"9211",592791,"SI","2016","first","96.6439303988999",669467
"9212",592791,"SI","2017","first","97.9066938961974",670059
"9213",592791,"SI","2018","first","97.2877349170905",571945
"9214",592791,"SI","2019","first","96.4770172764489",640444
"9215",592791,"SI","2021","first","96.4383697461172",669952
"9216",592791,"SI","2022","first","97.1856646698739",518566
"9217",547888,"SI","2015","first","96.042935684543",605200
"9218",547888,"SI","2016","first","96.5336052108187",451532
"9219",547888,"SI","2017","first","96.8878068718461",445926
"9220",547888,"SI","2018","first","95.4224376597002",596001
"9221",547888,"SI","2019","first","95.7155559720638",595307
"9222",593619,"SI","2021","first","96.958922085723",502171
"9223",593619,"SI","2022","first","97.0988573762212",642770
"9224",605501,"SI","2019","first","95.1526076697473",607481
"9225",622253,"SI","2019","first","96.0304743988762",605513
"9226",622253,"SI","2021","first","96.2759516577645",607229
"9227",622253,"SI","2022","first","96.8284782725044",519322
"9228",657031,"SI","2019","first","95.774276778716",642397
"9229",527054,"SI","2015","first","96.8887765745826",605400
"9230",527054,"SI","2016","first","96.4090489813396",446372
"9231",527054,"SI","2017","first","96.7229282529308",605400
"9232",527054,"SI","2018","first","96.0151101790999",594943
"9233",527054,"SI","2019","first","95.3120484189203",607473
"9234",572193,"SI","2017","first","97.8289740903788",592717
"9235",572193,"SI","2018","first","96.9715536726588",471911
"9236",572193,"SI","2019","first","97.0078828416624",605538
"9237",572193,"SI","2021","first","97.061315149043",433586
"9238",572193,"SI","2022","first","97.680087490646",407793
"9239",622097,"SI","2016","first","96.624889988927",573046
"9240",622097,"SI","2017","first","95.396668393513",554234
"9241",666168,"SI","2021","first","96.5477575169795",471822
"9242",666168,"SI","2022","first","96.7411169687557",660787
"9243",657044,"SI","2021","first","93.8002041539246",501925
"9244",657044,"SI","2022","first","93.9126217459405",501925
"9245",605507,"SI","2022","first","94.0189678497558",572403
"9246",407819,"SI","2015","first","97.1272960560259",606424
"9247",407819,"SI","2016","first","97.0467029687657",606424
"9248",501957,"SI","2017","first","96.1427158304184",453562
"9249",622786,"SI","2019","first","96.0110652297376",650828
"9250",622786,"SI","2022","first","96.0102847572165",467008
"9251",458708,"SI","2016","first","94.206525681988",650644
"9252",458708,"SI","2017","first","95.5718102478194",434718
"9253",543859,"SI","2015","first","97.295666499841",605228
"9254",543859,"SI","2016","first","97.1840755621011",500765
"9255",543859,"SI","2017","first","96.5148738363783",433586
"9256",600526,"SI","2017","first","96.0153322220877",571927
"9257",657053,"SI","2018","first","96.2208112584529",669713
"9258",657053,"SI","2019","first","96.2922262592106",657140
"9259",657053,"SI","2021","first","96.7243557112289",605130
"9260",657053,"SI","2022","first","96.332416270296",605130
"9261",595014,"SI","2015","first","95.1514699161056",645261
"9262",595014,"SI","2016","first","94.887740533911",660896
"9263",595014,"SI","2017","first","95.362171109416",645261
"9264",595014,"SI","2018","first","94.512713398879",544727
"9265",595014,"SI","2019","first","93.7381522595787",544727
"9266",595014,"SI","2021","first","96.1402314371969",544727
"9267",592811,"SI","2016","first","92.9112922421493",607473
"9268",592811,"SI","2017","first","93.4539904434041",527054
"9269",592811,"SI","2018","first","91.4395738082429",527054
"9270",642152,"SI","2018","first","96.3848179914591",656322
"9271",642152,"SI","2019","first","96.9492975622791",656322
"9272",642152,"SI","2021","first","96.6175835984818",608335
"9273",642152,"SI","2022","first","97.337927478452",500724
"9274",607374,"SI","2015","first","95.2070899190404",475479
"9275",607374,"SI","2016","first","95.4744651060071",461872
"9276",607374,"SI","2018","first","95.4346447391906",607259
"9277",592815,"SI","2018","first","97.3797676477161",542585
"9278",592815,"SI","2019","first","97.1164998033693",445926
"9279",605513,"SI","2018","first","96.3245081451568",519076
"9280",605513,"SI","2019","first","96.8932841791565",518876
"9281",605513,"SI","2021","first","95.9158215969728",647315
"9282",545363,"SI","2016","first","97.2326463282299",670059
"9283",545363,"SI","2017","first","97.0590365132104",669467
"9284",670955,"SI","2021","first","97.3519343962892",676265
"9285",670955,"SI","2022","first","96.7662629528402",502748
"9286",657272,"SI","2022","first","94.4742217747914",680704
"9287",621249,"SI","2021","first","97.2491083683417",543475
"9288",621249,"SI","2022","first","97.163396580666",592791
"9289",570632,"SI","2015","first","97.2401674747878",605541
"9290",570632,"SI","2016","first","96.7194876939158",545363
"9291",570632,"SI","2017","first","97.7879331283161",543964
"9292",570632,"SI","2018","first","97.9030933720758",543964
"9293",570632,"SI","2019","first","97.7630751281458",543964
"9294",570632,"SI","2021","first","97.1621253496454",519076
"9295",570632,"SI","2022","first","96.6050500774501",670059
"9296",491624,"SI","2017","first","95.6420177352903",450203
"9297",664285,"SI","2018","first","93.8948622163636",518397
"9298",664285,"SI","2019","first","95.045758181267",518397
"9299",664285,"SI","2021","first","95.8289872996259",518397
"9300",664285,"SI","2022","first","95.6942407075874",518397
"9301",570488,"SI","2019","first","92.7408356909828",664875
"9302",570488,"SI","2021","first","95.5764249466264",605400
"9303",570488,"SI","2022","first","94.1094700586871",612434
"9304",450306,"SI","2017","first","95.0800993507211",460283
"9305",450306,"SI","2018","first","95.163446411132",641302
"9306",450306,"SI","2019","first","95.290500360696",594835
"9307",584171,"SI","2017","first","96.2554850537839",543208
"9308",584171,"SI","2018","first","96.6272244713346",543208
"9309",584171,"SI","2019","first","96.8673568809533",543101
"9310",592826,"SI","2016","first","97.4008058956895",489334
"9311",592826,"SI","2018","first","97.408726711899",663765
"9312",592826,"SI","2019","first","97.3405156342066",663765
"9313",592826,"SI","2022","first","97.5055557138162",501817
"9314",519381,"SI","2015","first","88.75001544417",433586
"9315",519381,"SI","2016","first","87.504908013725",543935
"9316",458924,"SI","2018","first","94.5210674515204",600968
"9317",458924,"SI","2019","first","94.6723352849387",543734
"9318",570649,"SI","2015","first","95.9857313881459",543964
"9319",570649,"SI","2016","first","96.4038633306461",543964
"9320",572403,"SI","2015","first","96.5965173120655",503449
"9321",572403,"SI","2017","first","97.5628381959956",425492
"9322",572403,"SI","2018","first","97.4452558278884",571945
"9323",572403,"SI","2019","first","95.9843159526272",641712
"9324",572403,"SI","2022","first","95.4888754757167",519151
"9325",548337,"SI","2015","first","98.0877754485443",628317
"9326",548337,"SI","2016","first","96.2670732099344",573185
"9327",453646,"SI","2016","first","95.7130747365714",425794
"9328",543881,"SI","2015","first","96.6146161552029",605135
"9329",527055,"SI","2015","first","97.3639844664815",518858
"9330",527055,"SI","2016","first","97.380915946982",518858
"9331",527055,"SI","2017","first","96.8359764109699",656186
"9332",527055,"SI","2018","first","96.4453404040603",656186
"9333",285064,"SI","2015","first","97.203517876921",573046
"9334",285064,"SI","2016","first","96.6053993730104",408061
"9335",450172,"SI","2015","first","96.3904036068567",607625
"9336",450172,"SI","2016","first","97.2985084433825",608665
"9337",450172,"SI","2017","first","97.0517134765787",446372
"9338",450172,"SI","2019","first","96.8552021432975",642092
"9339",458690,"SI","2017","first","95.8207513329585",467100
"9340",458690,"SI","2018","first","95.5678876289993",467100
"9341",608379,"SI","2022","first","96.4155235898655",434628
"9342",621097,"SI","2019","first","96.0269506229693",605446
"9343",425794,"SI","2016","first","97.0987224661558",595191
"9344",425794,"SI","2017","first","98.0427645090679",453329
"9345",425794,"SI","2018","first","96.2551713211628",584171
"9346",425794,"SI","2019","first","95.8495279941384",543243
"9347",425794,"SI","2021","first","95.2596949640001",543475
"9348",425794,"SI","2022","first","95.6635111440159",453646
"9349",519393,"SI","2019","first","94.7728247612691",493603
"9350",592836,"SI","2017","first","97.8502840053122",623167
"9351",592836,"SI","2021","first","97.7228137681898",458730
"9352",592836,"SI","2022","first","97.3854942031069",605541
"9353",425426,"SI","2016","first","96.3094764397376",554234
"9354",476589,"SI","2015","first","97.7013979861682",453249
"9355",453265,"SI","2015","first","97.3468557197452",519242
"9356",453265,"SI","2016","first","97.0423739626189",519242
"9357",453265,"SI","2017","first","96.8098048884215",519242
"9358",453265,"SI","2018","first","95.1130625802813",519242
"9359",453265,"SI","2019","first","94.8128611359343",519242
"9360",453265,"SI","2021","first","96.5166448702512",519242
"9361",677960,"SI","2021","first","97.4446879025046",573124
"9362",450308,"SI","2015","first","93.4979073285685",450729
"9363",450308,"SI","2016","first","92.0555230682186",642229
"9364",450308,"SI","2017","first","95.0913384214438",434672
"9365",543900,"SI","2015","first","96.6552348922148",430641
"9366",657277,"SI","2021","first","93.7719414956606",641838
"9367",657277,"SI","2022","first","92.5203795432658",592866
"9368",444436,"SI","2015","first","95.713308269098",501697
"9369",444436,"SI","2016","first","96.5230795319677",450203
"9370",643778,"SI","2019","first","94.9218482998951",664192
"9371",643778,"SI","2021","first","96.7771995317336",596295
"9372",543901,"SI","2015","first","96.27913457617",595307
"9373",543901,"SI","2016","first","95.5216625819705",595307
"9374",543901,"SI","2019","first","93.5094290674424",622491
"9375",543901,"SI","2021","first","95.0202975734085",622491
"9376",543903,"SI","2015","first","95.7846067429594",571735
"9377",605525,"SI","2021","first","96.2731283536449",518876
"9378",669713,"SI","2022","first","97.5745817108993",641154
"9379",554430,"SI","2017","first","96.4369014810749",571946
"9380",554430,"SI","2018","first","97.4036559154938",502083
"9381",554430,"SI","2019","first","97.0344924159561",663158
"9382",554430,"SI","2021","first","96.7430343354525",518489
"9383",554430,"SI","2022","first","96.9092156252254",676477
"9384",669952,"SI","2022","first","97.3100144311855",502239
"9385",676477,"SI","2021","first","96.9327443163986",554430
"9386",676477,"SI","2022","first","96.3255515885714",554430
"9387",452666,"SI","2015","first","95.3239219499258",605359
"9388",452666,"SI","2016","first","95.6289710779199",605359
"9389",452666,"SI","2017","first","96.8642596226557",605359
"9390",425532,"SI","2015","first","96.405168362117",468504
"9391",425532,"SI","2016","first","97.581213166891",468504
"9392",592866,"SI","2017","first","97.1985828623726",571577
"9393",592866,"SI","2018","first","95.5254317361671",571577
"9394",592866,"SI","2019","first","96.6946076290228",641540
"9395",592866,"SI","2021","first","94.3553168044868",641154
"9396",592866,"SI","2022","first","95.3498263832652",641540
"9397",543935,"SI","2015","first","95.9449102777151",596043
"9398",543935,"SI","2016","first","97.2944117091877",596043
"9399",543935,"SI","2017","first","96.764618955995",501817
"9400",543935,"SI","2018","first","96.4170108638086",596043
"9401",669060,"SI","2021","first","96.9967540123162",592826
"9402",669060,"SI","2022","first","96.8664391975864",543101
"9403",450351,"SI","2015","first","97.0258851924535",605232
"9404",458677,"SI","2015","first","96.5690739295514",544836
"9405",458677,"SI","2016","first","96.3265337694717",544836
"9406",592869,"SI","2016","first","95.2084677521241",571735
"9407",670174,"SI","2022","first","97.2738874297575",500724
"9408",605538,"SI","2015","first","97.3730079780069",644364
"9409",605538,"SI","2016","first","97.3982540858188",502624
"9410",605538,"SI","2017","first","98.0348330650016",640463
"9411",605538,"SI","2018","first","96.9082839321294",516970
"9412",605538,"SI","2019","first","97.5835190625211",518774
"9413",621295,"SI","2017","first","95.8692951774687",518603
"9414",150116,"SI","2015","first","97.2684428262119",452027
"9415",622072,"SI","2015","first","96.3619865904449",534737
"9416",622072,"SI","2016","first","96.6085639983429",612672
"9417",622072,"SI","2017","first","96.8217633286537",424144
"9418",622072,"SI","2018","first","96.1409615990126",547943
"9419",622072,"SI","2019","first","96.2310722981839",641302
"9420",622072,"SI","2021","first","95.6676735705533",424144
"9421",622072,"SI","2022","first","95.6586304001637",572021
"9422",502028,"SI","2017","first","97.1476399491165",425492
"9423",475243,"SI","2015","first","96.4951304337608",445590
"9424",475243,"SI","2017","first","96.8832176869165",543219
"9425",663765,"SI","2021","first","96.8819668790865",592826
"9426",663765,"SI","2022","first","97.4098758243178",592826
"9427",605540,"SI","2019","first","97.7568137716659",605151
"9428",605540,"SI","2021","first","97.0939949479436",544759
"9429",605540,"SI","2022","first","97.1135782327342",592791
"9430",474699,"SI","2015","first","93.109328342634",600917
"9431",474699,"SI","2016","first","93.3557676644061",607259
"9432",474699,"SI","2017","first","94.3654971711366",607259
"9433",605541,"SI","2015","first","98.234309759634",592229
"9434",605541,"SI","2016","first","97.5583742689936",453249
"9435",605541,"SI","2017","first","96.6419691364505",642701
"9436",605541,"SI","2018","first","96.3771456486387",621076
"9437",605541,"SI","2019","first","97.648739674685",453562
"9438",657140,"SI","2022","first","96.3125560393847",657053
"9439",642231,"SI","2017","first","96.989784924219",517593
"9440",642231,"SI","2018","first","96.1463526756477",605463
"9441",642231,"SI","2019","first","97.4273361628596",593576
"9442",642231,"SI","2022","first","96.4642968532857",606983
"9443",642232,"SI","2018","first","97.4898488090273",656457
"9444",642232,"SI","2019","first","95.677373290983",461829
"9445",642232,"SI","2021","first","96.7527892479991",453281
"9446",642232,"SI","2022","first","96.0218614929819",453281
"9447",642233,"SI","2019","first","95.0280277500243",501925
"9448",642233,"SI","2021","first","93.3599563060978",501925
"9449",593679,"SI","2016","first","96.0231513183829",623451
"9450",593679,"SI","2017","first","96.144811780791",593372
"9451",593679,"SI","2019","first","96.5442587367288",593372
"9452",573589,"SI","2017","first","98.0619368443717",666721
"9453",622065,"SI","2019","first","95.6522743750473",543734
"9454",622065,"SI","2021","first","95.1160613722951",548384
"9455",643615,"SI","2019","first","97.0014776646988",502239
"9456",643615,"SI","2021","first","96.46594881847",502239
"9457",643615,"SI","2022","first","93.6694654249702",592094
"9458",446899,"SI","2015","first","93.2267359797306",501925
"9459",446899,"SI","2016","first","94.2049900798617",501925
"9460",446899,"SI","2017","first","93.7345715847342",501925
"9461",446899,"SI","2018","first","93.074637457543",501925
"9462",669145,"SI","2022","first","95.2834919244281",448802
"9463",519455,"SI","2017","first","96.7253813277651",644364
"9464",519455,"SI","2019","first","96.5669439969334",643327
"9465",543964,"SI","2017","first","95.8630386205473",592314
"9466",516714,"SL","2017","first","96.1238078381971",660761
"9467",501625,"SL","2015","first","94.8723667978769",518516
"9468",501625,"SL","2016","first","95.8744210793582",518516
"9469",501625,"SL","2018","first","97.019366920477",642397
"9470",501625,"SL","2019","first","96.0325887903888",425626
"9471",430911,"SL","2015","first","95.8451094119298",607374
"9472",676265,"SL","2022","first","95.8791222867902",593833
"9473",656061,"SL","2021","first","97.3067983167551",453172
"9474",656061,"SL","2022","first","97.9718115472555",606930
"9475",650556,"SL","2021","first","96.3613167764069",678394
"9476",650556,"SL","2022","first","95.5279514621217",622663
"9477",642758,"SL","2022","first","95.470748036585",493200
"9478",592094,"SL","2022","first","97.2105236117554",506433
"9479",542866,"SL","2015","first","97.8586553081663",444468
"9480",613534,"SL","2019","first","96.2772882587433",605463
"9481",613534,"SL","2019","first","96.2772882587433",605463
"9482",613534,"SL","2019","first","96.0654028982721",605463
"9483",613534,"SL","2019","first","96.0654028982721",605463
"9484",613534,"SL","2021","first","95.2557134826465",612434
"9485",642607,"SL","2019","first","97.7812826548621",592468
"9486",669211,"SL","2021","first","96.7490945555432",579328
"9487",669211,"SL","2022","first","96.3121759631761",624133
"9488",452027,"SL","2017","first","96.1953477177846",502706
"9489",458006,"SL","2017","first","95.7745991501674",543101
"9490",458006,"SL","2018","first","96.5329555778741",527054
"9491",458006,"SL","2019","first","96.7446243316907",606160
"9492",456379,"SL","2015","first","95.480262512317",650895
"9493",456379,"SL","2017","first","95.6966122282482",607625
"9494",660896,"SL","2021","first","96.6875287258467",502028
"9495",645261,"SL","2018","first","97.2292880384327",572308
"9496",645261,"SL","2019","first","97.8319123598686",543351
"9497",645261,"SL","2021","first","95.7775694230643",607229
"9498",645261,"SL","2022","first","96.1042782228492",518858
"9499",669920,"SL","2022","first","96.4861155211797",502085
"9500",518397,"SL","2018","first","96.3535631393323",543238
"9501",641302,"SL","2019","first","97.0112405402362",621381
"9502",641302,"SL","2021","first","96.9915288311216",518633
"9503",641302,"SL","2022","first","95.3439534313815",656354
"9504",663531,"SL","2019","first","96.5687555115885",622065
"9505",663531,"SL","2021","first","96.2292856945121",620454
"9506",622075,"SL","2019","first","97.18415652481",543351
"9507",622075,"SL","2021","first","96.3877644225642",621295
"9508",622075,"SL","2022","first","96.7528289297149",592351
"9509",656186,"SL","2017","first","95.0867858885348",593423
"9510",656186,"SL","2018","first","95.0930434711919",518715
"9511",656186,"SL","2019","first","94.5731513727316",593423
"9512",640470,"SL","2021","first","96.8857256846392",605154
"9513",474463,"SL","2015","first","95.6793971539096",446399
"9514",474463,"SL","2017","first","97.2570217574089",593958
"9515",474463,"SL","2018","first","96.0302211146236",519043
"9516",474463,"SL","2019","first","96.7180855206269",519043
"9517",474463,"SL","2021","first","96.1518905915506",519301
"9518",605121,"SL","2018","first","96.7322175081649",472610
"9519",605121,"SL","2019","first","96.2213688986825",592826
"9520",641312,"SL","2019","first","97.307470509385",573185
"9521",641312,"SL","2021","first","96.3633674206558",608717
"9522",542882,"SL","2015","first","97.4900739052747",547888
"9523",542882,"SL","2016","first","97.145587733651",517593
"9524",542882,"SL","2017","first","96.7925833729351",656266
"9525",622088,"SL","2021","first","96.1864301613565",506433
"9526",644364,"SL","2018","first","96.5693068939074",659275
"9527",644364,"SL","2022","first","96.2577678416055",429719
"9528",542587,"SL","2015","first","95.5301408926211",608344
"9529",542587,"SL","2016","first","95.4998810343143",571616
"9530",502042,"SL","2015","first","95.3872358192452",519076
"9531",502042,"SL","2016","first","97.3473883758947",650895
"9532",502042,"SL","2017","first","97.5166087680267",656605
"9533",502042,"SL","2018","first","97.565150447595",656605
"9534",502042,"SL","2019","first","97.0662447964321",593423
"9535",502042,"SL","2021","first","96.9449089567411",471822
"9536",502042,"SL","2022","first","97.0099543315647",593423
"9537",685503,"SL","2021","first","96.2233092673876",660787
"9538",542888,"SL","2019","first","96.077775242044",506433
"9539",453562,"SL","2015","first","96.0369913897632",599683
"9540",453562,"SL","2016","first","97.3746059769198",502028
"9541",453562,"SL","2017","first","95.327328277431",621112
"9542",453562,"SL","2018","first","96.4769051533496",592791
"9543",453562,"SL","2019","first","96.4176329212707",543699
"9544",453562,"SL","2021","first","96.6330015953731",543699
"9545",276520,"SL","2017","first","90.3550674088602",622694
"9546",676879,"SL","2021","first","94.9454175621875",596057
"9547",676879,"SL","2022","first","95.6142265995894",448802
"9548",668933,"SL","2022","first","96.4365630897404",476454
"9549",594742,"SL","2015","first","97.4197509682616",517414
"9550",425786,"SL","2015","first","96.7930895663884",543606
"9551",446099,"SL","2015","first","97.0941104386041",521230
"9552",446099,"SL","2016","first","96.7267825382834",453343
"9553",520980,"SL","2015","first","96.7103464630253",502239
"9554",520980,"SL","2016","first","96.1203491931557",488768
"9555",520980,"SL","2017","first","94.5128439975971",457915
"9556",520980,"SL","2018","first","95.7505417899615",504379
"9557",520980,"SL","2019","first","96.4815122502523",518813
"9558",544365,"SL","2019","first","95.6007852510735",453265
"9559",544365,"SL","2022","first","96.1042749007844",445197
"9560",488674,"SL","2015","first","96.6379131640707",434137
"9561",456701,"SL","2016","first","96.2308974917923",521230
"9562",456701,"SL","2017","first","96.6461290498301",571670
"9563",456701,"SL","2018","first","96.7148636738523",504379
"9564",456701,"SL","2019","first","96.0062303030213",504379
"9565",621383,"SL","2022","first","96.8405086128208",571616
"9566",592127,"SL","2017","first","95.6307678996828",517593
"9567",453268,"SL","2021","first","95.6128359053145",657376
"9568",453268,"SL","2022","first","96.9404538200955",623184
"9569",572703,"SL","2019","first","96.4618687548759",547179
"9570",669618,"SL","2021","first","96.2689037413989",668676
"9571",669618,"SL","2022","first","97.2339285751596",596043
"9572",605130,"SL","2019","first","95.8821474824178",543542
"9573",605130,"SL","2021","first","95.899726888883",647315
"9574",605130,"SL","2022","first","95.8022667763696",656427
"9575",656212,"SL","2021","first","95.7691999184107",571510
"9576",606930,"SL","2016","first","97.9971843334851",656061
"9577",598264,"SL","2017","first","94.7344620119522",457915
"9578",642545,"SL","2018","first","96.9075319390053",429722
"9579",642545,"SL","2019","first","97.8943678813919",468396
"9580",642545,"SL","2021","first","96.8333300998403",502043
"9581",642545,"SL","2022","first","96.9126024058152",502043
"9582",607457,"SL","2015","first","96.576334548267",502381
"9583",607457,"SL","2016","first","97.1792208104354",591693
"9584",607457,"SL","2017","first","96.658720509349",433587
"9585",607457,"SL","2018","first","96.2065466199277",518468
"9586",607457,"SL","2019","first","96.3776378371754",489294
"9587",607457,"SL","2021","first","95.3596441043994",605135
"9588",502578,"SL","2015","first","95.1154508070141",488768
"9589",545332,"SL","2016","first","98.1157919994978",504379
"9590",545332,"SL","2017","first","96.5998438126738",543135
"9591",641341,"SL","2018","first","95.0055580288081",681217
"9592",542914,"SL","2015","first","96.3864418032331",523989
"9593",542914,"SL","2019","first","97.7917793024275",572096
"9594",542914,"SL","2021","first","96.2917062518617",518489
"9595",542914,"SL","2022","first","95.8633141291577",518489
"9596",605135,"SL","2015","first","96.3154406406554",519455
"9597",605135,"SL","2021","first","95.1395934947811",607457
"9598",605135,"SL","2022","first","96.2309984860694",608665
"9599",455374,"SL","2015","first","96.4274810129945",425626
"9600",455374,"SL","2016","first","95.5267577384662",425626
"9601",545333,"SL","2015","first","95.569377078611",491703
"9602",545333,"SL","2018","first","96.2645501472626",660825
"9603",545333,"SL","2019","first","95.5064667053574",543521
"9604",545333,"SL","2021","first","95.7064824563896",506433
"9605",657508,"SL","2022","first","96.6274074633355",446099
"9606",642585,"SL","2022","first","96.3897378485483",656548
"9607",669358,"SL","2022","first","97.4487456374792",554430
"9608",660825,"SL","2022","first","96.5445988233868",506433
"9609",571476,"SL","2017","first","97.8375973429489",641632
"9610",571476,"SL","2018","first","97.4265131475577",461872
"9611",592135,"SL","2015","first","96.5151737304469",592826
"9612",592135,"SL","2016","first","97.9788043371484",606944
"9613",592135,"SL","2017","first","96.2509909555221",606944
"9614",592135,"SL","2018","first","96.8329390122586",448855
"9615",592135,"SL","2019","first","97.0427348443445",592547
"9616",592135,"SL","2021","first","96.3212155115298",502188
"9617",595881,"SL","2019","first","96.6319053357857",605541
"9618",595881,"SL","2022","first","95.5910581684858",543101
"9619",279571,"SL","2015","first","95.5299947405109",592665
"9620",279571,"SL","2016","first","95.7011985945476",642083
"9621",279571,"SL","2017","first","95.1124167011019",595918
"9622",279571,"SL","2018","first","96.3001511915559",592665
"9623",518445,"SL","2017","first","95.5269961087313",642100
"9624",571479,"SL","2022","first","97.4070616024705",592314
"9625",678394,"SL","2022","first","96.271336995302",650556
"9626",669622,"SL","2021","first","95.377887627699",605476
"9627",276542,"SL","2015","first","96.6499545490366",502188
"9628",276542,"SL","2016","first","96.7287903126052",502188
"9629",276542,"SL","2017","first","97.2671261909731",518774
"9630",548357,"SL","2015","first","96.9073712132708",425386
"9631",548357,"SL","2016","first","97.2578772084087",475479
"9632",548357,"SL","2017","first","94.7862869314551",475479
"9633",476454,"SL","2017","first","97.1484698643594",650556
"9634",476454,"SL","2018","first","95.3366832105126",650556
"9635",429783,"SL","2015","first","96.2066933758628",592332
"9636",518452,"SL","2015","first","97.5327314638956",504379
"9637",518452,"SL","2016","first","97.4060206643776",543699
"9638",607352,"SL","2016","first","95.3604748795461",607309
"9639",502212,"SL","2017","first","97.5389918213644",493200
"9640",502212,"SL","2018","first","96.7035013663653",456501
"9641",641360,"SL","2021","first","96.4300840614326",656427
"9642",641360,"SL","2022","first","96.0605547009501",595001
"9643",592145,"SL","2018","first","97.3895261978699",608331
"9644",592145,"SL","2019","first","96.5837721334093",657031
"9645",669456,"SL","2018","first","96.1473925510256",641571
"9646",669456,"SL","2019","first","97.3318419115114",471911
"9647",669456,"SL","2021","first","95.6191946206753",663903
"9648",669456,"SL","2022","first","97.5742223594738",471911
"9649",656232,"SL","2021","first","97.4883505723911",596001
"9650",613317,"SL","2019","first","96.0201496179214",598271
"9651",621389,"SL","2017","first","94.5140998241138",502327
"9652",605143,"SL","2018","first","94.6713903332954",657624
"9653",621112,"SL","2017","first","97.6545767944302",543331
"9654",621112,"SL","2018","first","96.7667708225094",516969
"9655",430599,"SL","2015","first","95.9254139072717",605541
"9656",430599,"SL","2016","first","97.1460918883897",572750
"9657",430599,"SL","2017","first","97.2471236349661",543699
"9658",518468,"SL","2015","first","94.7824179089907",543135
"9659",518468,"SL","2016","first","97.1604983089485",491703
"9660",542947,"SL","2022","first","94.7141312375554",500779
"9661",671790,"SL","2022","first","95.9916269910406",448855
"9662",502211,"SL","2015","first","97.4651496712967",448855
"9663",502211,"SL","2016","first","96.7738158794332",448855
"9664",502211,"SL","2017","first","95.839335979574",606303
"9665",621366,"SL","2018","first","98.0489702128241",642028
"9666",621366,"SL","2021","first","96.6641054174196",608331
"9667",621366,"SL","2022","first","96.8581100264084",607536
"9668",621199,"SL","2016","first","96.2688197105139",445213
"9669",621199,"SL","2017","first","95.8907428643412",501822
"9670",502202,"SL","2021","first","94.8153344359222",572888
"9671",502202,"SL","2022","first","95.2485650063942",572888
"9672",571510,"SL","2015","first","96.0047110688437",621408
"9673",571510,"SL","2016","first","95.9741981064024",455374
"9674",571510,"SL","2017","first","94.4346950818462",669618
"9675",571510,"SL","2018","first","95.7374884479688",656212
"9676",571510,"SL","2019","first","96.2933772583186",676050
"9677",571510,"SL","2021","first","96.6795657924224",501625
"9678",430641,"SL","2015","first","96.4067369353396",543699
"9679",430641,"SL","2016","first","96.4813711247312",608566
"9680",430641,"SL","2017","first","98.1410063270485",543699
"9681",430641,"SL","2018","first","96.7298977872204",430599
"9682",542960,"SL","2015","first","95.2036252530654",571704
"9683",542960,"SL","2016","first","95.9118838290729",608566
"9684",542960,"SL","2017","first","95.5338674007254",502522
"9685",542960,"SL","2018","first","95.3203727289971",543766
"9686",542960,"SL","2019","first","95.4765290048226",645261
"9687",611093,"SL","2016","first","95.4190424166353",476589
"9688",607473,"SL","2017","first","95.3385645020841",527054
"9689",607473,"SL","2018","first","96.6633944267869",592865
"9690",680694,"SL","2022","first","95.8296214710452",669952
"9691",666374,"SL","2022","first","95.6577250081764",596027
"9692",518489,"SL","2018","first","96.8640840353226",448855
"9693",518489,"SL","2019","first","98.1575756815988",605513
"9694",518489,"SL","2022","first","96.860675396732",663878
"9695",643230,"SL","2016","first","95.8206105720152",669432
